,Unnamed: 0,fasta,scaffold,gene_position,start_position,end_position,strandedness,rank,ko_id,kegg_hit,peptidase_id,peptidase_family,peptidase_hit,peptidase_RBH,peptidase_identity,peptidase_bitScore,peptidase_eVal,pfam_hits,cazy_ids,cazy_hits,cazy_subfam_ec,cazy_best_hit,heme_regulatory_motif_count
63391,littlewolfcreek_2019_sw_WHONDRS-S19S_0078_B_1000.plasmid___k121_227581_22,littlewolfcreek_2019_sw_WHONDRS-S19S_0078_B_1000.plasmid__,k121_227581,22,21587,21988,1,D,,,,,,,,,,Type-F conjugative transfer system protein (TrbI_Ftype) [PF09677.13],,,,,0
63392,littlewolfcreek_2019_sw_WHONDRS-S19S_0078_B_1000.plasmid___k121_227581_23,littlewolfcreek_2019_sw_WHONDRS-S19S_0078_B_1000.plasmid__,k121_227581,23,21975,22535,1,C,K12062,conjugal transfer pilin signal peptidase TrbI,MER1049397,S26C,MER1049397 - TraF peptidase (Novosphingobium resinovorum) [S26.014]#S26C#{peptidase unit: 27-174}~source A0A031JU92~,False,0.698,208.0,5.156999999999999e-60,"Signal peptidase, peptidase S26 [PF10502.12]",,,,,0
63393,littlewolfcreek_2019_sw_WHONDRS-S19S_0078_B_1000.plasmid___k121_227581_24,littlewolfcreek_2019_sw_WHONDRS-S19S_0078_B_1000.plasmid__,k121_227581,24,22535,23173,1,C,K12061,conjugal transfer pilus assembly protein TraW,,,,,,,,,,,,,0
63394,littlewolfcreek_2019_sw_WHONDRS-S19S_0078_B_1000.plasmid___k121_227581_25,littlewolfcreek_2019_sw_WHONDRS-S19S_0078_B_1000.plasmid__,k121_227581,25,23170,24201,1,C,K12060,conjugal transfer pilus assembly protein TraU,,,,,,,,TraU protein [PF06834.14],,,,,0
63395,littlewolfcreek_2019_sw_WHONDRS-S19S_0078_B_1000.plasmid___k121_227581_26,littlewolfcreek_2019_sw_WHONDRS-S19S_0078_B_1000.plasmid__,k121_227581,26,24264,24986,1,C,K12059,conjugal transfer pilus assembly protein TrbC,,,,,,,,Type-F conjugative transfer system pilin assembly protein [PF09673.13],,,,,0
63396,littlewolfcreek_2019_sw_WHONDRS-S19S_0078_B_1000.plasmid___k121_227581_27,littlewolfcreek_2019_sw_WHONDRS-S19S_0078_B_1000.plasmid__,k121_227581,27,24983,26710,1,C,K12058,conjugal transfer mating pair stabilization protein TraN,,,,,,,,Type-1V conjugative transfer system mating pair stabilisation [PF06986.14],,,,,0
63397,littlewolfcreek_2019_sw_WHONDRS-S19S_0078_B_1000.plasmid___k121_227581_28,littlewolfcreek_2019_sw_WHONDRS-S19S_0078_B_1000.plasmid__,k121_227581,28,26691,27560,1,C,K12057,conjugal transfer pilus assembly protein TraF,,,,,,,,F plasmid transfer operon protein [PF13728.9],,,,,0
63398,littlewolfcreek_2019_sw_WHONDRS-S19S_0078_B_1000.plasmid___k121_227581_29,littlewolfcreek_2019_sw_WHONDRS-S19S_0078_B_1000.plasmid__,k121_227581,29,27550,28983,1,C,K12072,conjugative transfer pilus assembly protein TraH,,,,,,,,Conjugative relaxosome accessory transposon protein [PF06122.14],,,,,0
63399,littlewolfcreek_2019_sw_WHONDRS-S19S_0078_B_1000.plasmid___k121_227581_30,littlewolfcreek_2019_sw_WHONDRS-S19S_0078_B_1000.plasmid__,k121_227581,30,29037,31736,1,C,K12056,conjugal transfer mating pair stabilization protein TraG,,,,,,,,"TraG-like protein, N-terminal region [PF07916.14]",,,,,0
63400,littlewolfcreek_2019_sw_WHONDRS-S19S_0078_B_1000.plasmid___k121_227581_31,littlewolfcreek_2019_sw_WHONDRS-S19S_0078_B_1000.plasmid__,k121_227581,31,31751,31966,-1,E,,,,,,,,,,,,,,,0
63401,littlewolfcreek_2019_sw_WHONDRS-S19S_0078_B_1000.plasmid___k121_227581_32,littlewolfcreek_2019_sw_WHONDRS-S19S_0078_B_1000.plasmid__,k121_227581,32,32252,32527,1,D,,,,,,,,,,Bacterial DNA-binding protein [PF00216.24],,,,,0
63402,littlewolfcreek_2019_sw_WHONDRS-S19S_0078_B_1000.plasmid___k121_227581_33,littlewolfcreek_2019_sw_WHONDRS-S19S_0078_B_1000.plasmid__,k121_227581,33,32706,33350,1,D,,,MER0509006,S24,MER0509006 - family S24 unassigned peptidases (Sphingomonas sp. MM-1) [S24.UPW]#S24#{peptidase unit: 87-213}~source YP_007617303~,False,0.742,192.0,6.813999999999998e-54,Peptidase S24-like [PF00717.26],,,,,0
63403,littlewolfcreek_2019_sw_WHONDRS-S19S_0078_B_1000.plasmid___k121_227581_34,littlewolfcreek_2019_sw_WHONDRS-S19S_0078_B_1000.plasmid__,k121_227581,34,33626,35317,-1,D,,,,,,,,,,RecF/RecN/SMC N terminal domain [PF02463.22],,,,,1
63404,littlewolfcreek_2019_sw_WHONDRS-S19S_0078_B_1000.plasmid___k121_227581_35,littlewolfcreek_2019_sw_WHONDRS-S19S_0078_B_1000.plasmid__,k121_227581,35,35375,36430,-1,D,,,,,,,,,,Cap4 dsDNA endonuclease [PF14130.9],,,,,0
63405,littlewolfcreek_2019_sw_WHONDRS-S19S_0078_B_1000.plasmid___k121_227581_36,littlewolfcreek_2019_sw_WHONDRS-S19S_0078_B_1000.plasmid__,k121_227581,36,36591,38045,-1,D,,,,,,,,,,RES domain [PF08808.14]; HEPN/RES N-terminal domain 1 [PF18870.4],,,,,0
63406,littlewolfcreek_2019_sw_WHONDRS-S19S_0078_B_1000.plasmid___k121_227581_37,littlewolfcreek_2019_sw_WHONDRS-S19S_0078_B_1000.plasmid__,k121_227581,37,38316,38672,1,C,K01174,micrococcal nuclease [EC:3.1.31.1],,,,,,,,Staphylococcal nuclease homologue [PF00565.20],,,,,0
63407,littlewolfcreek_2019_sw_WHONDRS-S19S_0078_B_1000.plasmid___k121_227581_38,littlewolfcreek_2019_sw_WHONDRS-S19S_0078_B_1000.plasmid__,k121_227581,38,38683,39291,-1,D,,,,,,,,,,SOS response associated peptidase (SRAP) [PF02586.17],,,,,0
63408,littlewolfcreek_2019_sw_WHONDRS-S19S_0078_B_1000.plasmid___k121_227581_39,littlewolfcreek_2019_sw_WHONDRS-S19S_0078_B_1000.plasmid__,k121_227581,39,39390,39572,1,D,,,,,,,,,,Domain of unknown function (DUF6771) [PF20561.1],,,,,0
63409,littlewolfcreek_2019_sw_WHONDRS-S19S_0078_B_1000.plasmid___k121_227581_40,littlewolfcreek_2019_sw_WHONDRS-S19S_0078_B_1000.plasmid__,k121_227581,40,39906,42824,-1,D,,,,,,,,,,TrwC relaxase [PF08751.14]; AAA domain [PF13604.9]; DNA relaxase TraI 2B/2B-like domain [PF18340.4],,,,,0
63410,littlewolfcreek_2019_sw_WHONDRS-S19S_0078_B_1000.plasmid___k121_227581_41,littlewolfcreek_2019_sw_WHONDRS-S19S_0078_B_1000.plasmid__,k121_227581,41,42862,45219,-1,C,K03205,type IV secretion system protein VirD4 [EC:7.4.2.8],,,,,,,,Type IV secretion-system coupling protein DNA-binding domain [PF10412.12]; Type IV secretory system Conjugative DNA transfer [PF02534.17]; TraM recognition site of TraD and TraG [PF12696.10]; TraG P-loop domain [PF19044.3],,,,,0
63411,littlewolfcreek_2019_sw_WHONDRS-S19S_0078_B_1000.plasmid___k121_227581_42,littlewolfcreek_2019_sw_WHONDRS-S19S_0078_B_1000.plasmid__,k121_227581,42,45209,45541,-1,E,,,,,,,,,,,,,,,0
63412,littlewolfcreek_2019_sw_WHONDRS-S19S_0078_B_1000.plasmid___k121_227581_43,littlewolfcreek_2019_sw_WHONDRS-S19S_0078_B_1000.plasmid__,k121_227581,43,45959,46576,-1,D,,,,,,,,,,ROS/MUCR transcriptional regulator protein [PF05443.14],,,,,0
63413,littlewolfcreek_2019_sw_WHONDRS-S19S_0078_B_1000.plasmid___k121_227581_44,littlewolfcreek_2019_sw_WHONDRS-S19S_0078_B_1000.plasmid__,k121_227581,44,46749,46985,-1,E,,,,,,,,,,,,,,,0
63414,littlewolfcreek_2019_sw_WHONDRS-S19S_0078_B_1000.plasmid___k121_227581_45,littlewolfcreek_2019_sw_WHONDRS-S19S_0078_B_1000.plasmid__,k121_227581,45,47300,47533,1,D,,,,,,,,,,Family of unknown function (DUF6437) [PF20031.2],,,,,0
63415,littlewolfcreek_2019_sw_WHONDRS-S19S_0078_B_1000.plasmid___k121_227581_46,littlewolfcreek_2019_sw_WHONDRS-S19S_0078_B_1000.plasmid__,k121_227581,46,47649,48038,-1,C,K03111,single-strand DNA-binding protein,,,,,,,,Single-strand binding protein family [PF00436.28],,,,,0
63416,littlewolfcreek_2019_sw_WHONDRS-S19S_0078_B_1000.plasmid___k121_227581_47,littlewolfcreek_2019_sw_WHONDRS-S19S_0078_B_1000.plasmid__,k121_227581,47,48337,48768,-1,E,,,,,,,,,,,,,,,0
63417,littlewolfcreek_2019_sw_WHONDRS-S19S_0078_B_1000.plasmid___k121_227581_48,littlewolfcreek_2019_sw_WHONDRS-S19S_0078_B_1000.plasmid__,k121_227581,48,48782,49243,-1,E,,,,,,,,,,,,,,,0
63418,littlewolfcreek_2019_sw_WHONDRS-S19S_0078_B_1000.plasmid___k121_244431_1,littlewolfcreek_2019_sw_WHONDRS-S19S_0078_B_1000.plasmid__,k121_244431,1,1,435,1,E,,,,,,,,,,,,,,,0
63419,littlewolfcreek_2019_sw_WHONDRS-S19S_0078_B_1000.plasmid___k121_244431_2,littlewolfcreek_2019_sw_WHONDRS-S19S_0078_B_1000.plasmid__,k121_244431,2,432,2417,1,D,,,,,,,,,,"Helicase HerA, central domain [PF01935.20]; Helicase HerA-like C-terminal [PF05872.15]; Type IV secretion-system coupling protein DNA-binding domain [PF10412.12]; AAA-like domain [PF12846.10]",,,,,0
63420,littlewolfcreek_2019_sw_WHONDRS-S19S_0078_B_1000.plasmid___k121_244431_3,littlewolfcreek_2019_sw_WHONDRS-S19S_0078_B_1000.plasmid__,k121_244431,3,2622,3386,-1,C,K07454,putative restriction endonuclease,,,,,,,,,,,,,0
63421,littlewolfcreek_2019_sw_WHONDRS-S19S_0078_B_1000.plasmid___k121_244431_4,littlewolfcreek_2019_sw_WHONDRS-S19S_0078_B_1000.plasmid__,k121_244431,4,3383,5353,-1,D,,,,,,,,,,Uncharacterised protein conserved in bacteria (DUF2326) [PF10088.12],,,,,0
63422,littlewolfcreek_2019_sw_WHONDRS-S19S_0078_B_1000.plasmid___k121_244431_5,littlewolfcreek_2019_sw_WHONDRS-S19S_0078_B_1000.plasmid__,k121_244431,5,5340,9857,-1,C,K07317,adenine-specific DNA-methyltransferase [EC:2.1.1.72],,,,,,,,"MmeI, DNA-methyltransferase domain [PF20473.1]; N-6 DNA Methylase [PF02384.19]; Eco57I restriction-modification methylase [PF07669.14]",,,,,0
63423,littlewolfcreek_2019_sw_WHONDRS-S19S_0078_B_1000.plasmid___k121_244431_6,littlewolfcreek_2019_sw_WHONDRS-S19S_0078_B_1000.plasmid__,k121_244431,6,9860,12625,-1,D,,,,,,,,,,"SNF2-related domain [PF00176.26]; Type III restriction enzyme, res subunit [PF04851.18]; Helicase conserved C-terminal domain [PF00271.34]",,,,,0
63424,littlewolfcreek_2019_sw_WHONDRS-S19S_0078_B_1000.plasmid___k121_244431_7,littlewolfcreek_2019_sw_WHONDRS-S19S_0078_B_1000.plasmid__,k121_244431,7,12630,17801,-1,C,K06877,DEAD/DEAH box helicase domain-containing protein,,,,,,,,UvrD/REP helicase N-terminal domain [PF00580.24]; DEAD/DEAH box helicase [PF00270.32]; Helicase conserved C-terminal domain [PF00271.34],,,,,1
63425,littlewolfcreek_2019_sw_WHONDRS-S19S_0078_B_1000.plasmid___k121_244431_8,littlewolfcreek_2019_sw_WHONDRS-S19S_0078_B_1000.plasmid__,k121_244431,8,17788,18690,-1,D,,,,,,,,,,WYL domain [PF13280.9],,,,,0
63426,littlewolfcreek_2019_sw_WHONDRS-S19S_0078_B_1000.plasmid___k121_244431_9,littlewolfcreek_2019_sw_WHONDRS-S19S_0078_B_1000.plasmid__,k121_244431,9,19007,19345,1,E,,,,,,,,,,,,,,,0
63427,littlewolfcreek_2019_sw_WHONDRS-S19S_0078_B_1000.plasmid___k121_244431_10,littlewolfcreek_2019_sw_WHONDRS-S19S_0078_B_1000.plasmid__,k121_244431,10,19685,22246,1,D,,,,,,,,,,P-loop containing NTP hydrolase pore-1 [PF13872.9]; N-6 DNA Methylase [PF02384.19],,,,,0
63428,littlewolfcreek_2019_sw_WHONDRS-S19S_0078_B_1000.plasmid___k121_244431_11,littlewolfcreek_2019_sw_WHONDRS-S19S_0078_B_1000.plasmid__,k121_244431,11,22370,23902,1,D,,,,,,,,,,"Phage integrase family [PF00589.25]; Phage integrase, N-terminal SAM-like domain [PF02899.20]",,,,,0
63429,littlewolfcreek_2019_sw_WHONDRS-S19S_0078_B_1000.plasmid___k121_244431_12,littlewolfcreek_2019_sw_WHONDRS-S19S_0078_B_1000.plasmid__,k121_244431,12,23899,24810,1,D,,,,,,,,,,Phage integrase family [PF00589.25],,,,,0
63430,littlewolfcreek_2019_sw_WHONDRS-S19S_0078_B_1000.plasmid___k121_244431_13,littlewolfcreek_2019_sw_WHONDRS-S19S_0078_B_1000.plasmid__,k121_244431,13,24807,25820,1,D,,,,,,,,,,"Phage integrase family [PF00589.25]; Phage integrase, N-terminal SAM-like domain [PF02899.20]; Phage integrase, N-terminal SAM-like domain [PF13495.9]",,,,,0
63431,littlewolfcreek_2019_sw_WHONDRS-S19S_0078_B_1000.plasmid___k121_244431_14,littlewolfcreek_2019_sw_WHONDRS-S19S_0078_B_1000.plasmid__,k121_244431,14,25888,28449,-1,D,,,,,,,,,,"Type III restriction enzyme, res subunit [PF04851.18]",,,,,0
63432,littlewolfcreek_2019_sw_WHONDRS-S19S_0078_B_1000.plasmid___k121_244431_15,littlewolfcreek_2019_sw_WHONDRS-S19S_0078_B_1000.plasmid__,k121_244431,15,28514,30364,1,D,,,,,,,,,,C-terminal domain on Strawberry notch homologue [PF13871.9],,,,,0
63433,littlewolfcreek_2019_sw_WHONDRS-S19S_0078_B_1000.plasmid___k121_244431_16,littlewolfcreek_2019_sw_WHONDRS-S19S_0078_B_1000.plasmid__,k121_244431,16,30364,31428,1,D,,,,,,,,,,Toprim domain [PF13362.9],,,,,0
63434,littlewolfcreek_2019_sw_WHONDRS-S19S_0078_B_1000.plasmid___k121_244431_17,littlewolfcreek_2019_sw_WHONDRS-S19S_0078_B_1000.plasmid__,k121_244431,17,31714,32640,1,D,,,,,,,,,,"YspA, cpYpsA-related SLOG family [PF10686.12]",,,,,0
63435,littlewolfcreek_2019_sw_WHONDRS-S19S_0078_B_1000.plasmid___k121_244431_18,littlewolfcreek_2019_sw_WHONDRS-S19S_0078_B_1000.plasmid__,k121_244431,18,32779,36774,-1,E,,,,,,,,,,,,,,,0
63436,littlewolfcreek_2019_sw_WHONDRS-S19S_0078_B_1000.plasmid___k121_244431_19,littlewolfcreek_2019_sw_WHONDRS-S19S_0078_B_1000.plasmid__,k121_244431,19,37016,37348,-1,E,,,,,,,,,,,,,,,0
63437,littlewolfcreek_2019_sw_WHONDRS-S19S_0078_B_1000.plasmid___k121_244431_20,littlewolfcreek_2019_sw_WHONDRS-S19S_0078_B_1000.plasmid__,k121_244431,20,37348,37641,-1,E,,,,,,,,,,,,,,,0
63438,littlewolfcreek_2019_sw_WHONDRS-S19S_0078_B_1000.plasmid___k121_244431_21,littlewolfcreek_2019_sw_WHONDRS-S19S_0078_B_1000.plasmid__,k121_244431,21,37715,37948,-1,D,,,,,,,,,,WGR domain [PF05406.18],,,,,0
63439,littlewolfcreek_2019_sw_WHONDRS-S19S_0078_B_1000.plasmid___k121_244431_22,littlewolfcreek_2019_sw_WHONDRS-S19S_0078_B_1000.plasmid__,k121_244431,22,38027,38224,-1,E,,,,,,,,,,,,,,,0
63440,littlewolfcreek_2019_sw_WHONDRS-S19S_0078_B_1000.plasmid___k121_244431_23,littlewolfcreek_2019_sw_WHONDRS-S19S_0078_B_1000.plasmid__,k121_244431,23,38349,38774,1,E,,,,,,,,,,,,,,,0
63441,littlewolfcreek_2019_sw_WHONDRS-S19S_0078_B_1000.plasmid___k121_244431_24,littlewolfcreek_2019_sw_WHONDRS-S19S_0078_B_1000.plasmid__,k121_244431,24,38814,39473,-1,E,,,,,,,,,,,,,,,0
63442,littlewolfcreek_2019_sw_WHONDRS-S19S_0078_B_1000.plasmid___k121_244431_25,littlewolfcreek_2019_sw_WHONDRS-S19S_0078_B_1000.plasmid__,k121_244431,25,39470,40234,-1,D,,,,,,,,,,VirC1 protein [PF07015.14]; ATPase MipZ [PF09140.14]; AAA domain [PF13614.9]; NUBPL iron-transfer P-loop NTPase [PF10609.12]; CobQ/CobB/MinD/ParA nucleotide binding domain [PF01656.26],,,,,0
63443,littlewolfcreek_2019_sw_WHONDRS-S19S_0078_B_1000.plasmid___k121_244431_26,littlewolfcreek_2019_sw_WHONDRS-S19S_0078_B_1000.plasmid__,k121_244431,26,41173,41715,1,E,,,,,,,,,,,,,,,0
63444,littlewolfcreek_2019_sw_WHONDRS-S19S_0078_B_1000.plasmid___k121_244431_27,littlewolfcreek_2019_sw_WHONDRS-S19S_0078_B_1000.plasmid__,k121_244431,27,41712,43586,1,C,K18434,type IV secretion system T-DNA border endonuclease VirD2,,,,,,,,Relaxase/Mobilisation nuclease domain [PF03432.17],,,,,0
63445,littlewolfcreek_2019_sw_WHONDRS-S19S_0078_B_1000.plasmid___k121_244431_28,littlewolfcreek_2019_sw_WHONDRS-S19S_0078_B_1000.plasmid__,k121_244431,28,43600,45435,1,C,K03205,type IV secretion system protein VirD4 [EC:7.4.2.8],,,,,,,,Type IV secretory system Conjugative DNA transfer [PF02534.17]; Type IV secretion-system coupling protein DNA-binding domain [PF10412.12]; TraM recognition site of TraD and TraG [PF12696.10],,,,,0
63446,littlewolfcreek_2019_sw_WHONDRS-S19S_0078_B_1000.plasmid___k121_244431_29,littlewolfcreek_2019_sw_WHONDRS-S19S_0078_B_1000.plasmid__,k121_244431,29,45763,46539,-1,D,,,,,,,,,,ABC transporter [PF00005.30],,,,,0
63447,littlewolfcreek_2019_sw_WHONDRS-S19S_0078_B_1000.plasmid___k121_244431_30,littlewolfcreek_2019_sw_WHONDRS-S19S_0078_B_1000.plasmid__,k121_244431,30,46536,47555,-1,D,,,,,,,,,,Branched-chain amino acid transport system / permease component [PF02653.19],,,,,0
63448,littlewolfcreek_2019_sw_WHONDRS-S19S_0078_B_1000.plasmid___k121_244431_31,littlewolfcreek_2019_sw_WHONDRS-S19S_0078_B_1000.plasmid__,k121_244431,31,47673,48653,-1,D,,,,,,,,,,Periplasmic binding protein domain [PF13407.9]; Periplasmic binding proteins and sugar binding domain of LacI family [PF00532.24],,,,,0
63449,littlewolfcreek_2019_sw_WHONDRS-S19S_0078_B_1000.plasmid___k121_244431_32,littlewolfcreek_2019_sw_WHONDRS-S19S_0078_B_1000.plasmid__,k121_244431,32,48766,49770,-1,D,,,,,,,,,,Fatty acid hydroxylase [PF04116.16],,,,,0
63450,littlewolfcreek_2019_sw_WHONDRS-S19S_0078_B_1000.plasmid___k121_244431_33,littlewolfcreek_2019_sw_WHONDRS-S19S_0078_B_1000.plasmid__,k121_244431,33,50033,51085,1,D,,,,,,,,,,"Periplasmic binding protein domain [PF13407.9]; Bacterial regulatory proteins, lacI family [PF00356.24]",,,,,0
63451,littlewolfcreek_2019_sw_WHONDRS-S19S_0078_B_1000.plasmid___k121_244431_34,littlewolfcreek_2019_sw_WHONDRS-S19S_0078_B_1000.plasmid__,k121_244431,34,51161,52135,1,D,,,,,,,,,,Aldo/keto reductase family [PF00248.24],,,,,0
63452,littlewolfcreek_2019_sw_WHONDRS-S19S_0078_B_1000.plasmid___k121_244431_35,littlewolfcreek_2019_sw_WHONDRS-S19S_0078_B_1000.plasmid__,k121_244431,35,52132,52806,1,C,K01470,creatinine amidohydrolase [EC:3.5.2.10],,,,,,,,Creatinine amidohydrolase [PF02633.17],,,,,0
63453,littlewolfcreek_2019_sw_WHONDRS-S19S_0078_B_1000.plasmid___k121_244431_36,littlewolfcreek_2019_sw_WHONDRS-S19S_0078_B_1000.plasmid__,k121_244431,36,53051,53530,-1,D,,,,,,,,,,FCD domain [PF07729.15],,,,,0
63454,littlewolfcreek_2019_sw_WHONDRS-S19S_0078_B_1000.plasmid___k121_244431_37,littlewolfcreek_2019_sw_WHONDRS-S19S_0078_B_1000.plasmid__,k121_244431,37,53527,54228,-1,C,K05799,"GntR family transcriptional regulator, transcriptional repressor for pyruvate dehydrogenase complex",,,,,,,,"FCD domain [PF07729.15]; Bacterial regulatory proteins, gntR family [PF00392.24]",,,,,0
63455,littlewolfcreek_2019_sw_WHONDRS-S19S_0078_B_1000.plasmid___k121_244431_38,littlewolfcreek_2019_sw_WHONDRS-S19S_0078_B_1000.plasmid__,k121_244431,38,54344,55291,1,D,,,,,,,,,,Fumarylacetoacetate (FAA) hydrolase family [PF01557.21],,,,,0
63456,littlewolfcreek_2019_sw_WHONDRS-S19S_0078_B_1000.plasmid___k121_244431_39,littlewolfcreek_2019_sw_WHONDRS-S19S_0078_B_1000.plasmid__,k121_244431,39,55291,56067,1,C,K01055,3-oxoadipate enol-lactonase [EC:3.1.1.24],MER0067522,S33,MER0067522 - family S33 unassigned peptidases (Cupriavidus metallidurans) [S33.UPW]#S33#{peptidase unit: 15-247}~source YP_581805~,False,0.507,220.0,4.4520000000000004e-63,"Serine aminopeptidase, S33 [PF12146.11]; alpha/beta hydrolase fold [PF00561.23]; Alpha/beta hydrolase family [PF12697.10]; Alpha/beta hydrolase of unknown function (DUF1057) [PF06342.15]; TAP-like protein [PF08386.13]; Palmitoyl protein thioesterase [PF02089.18]; Putative serine esterase (DUF676) [PF05057.17]; Thioesterase domain [PF00975.23]",,,,,0
63457,littlewolfcreek_2019_sw_WHONDRS-S19S_0078_B_1000.plasmid___k121_244431_40,littlewolfcreek_2019_sw_WHONDRS-S19S_0078_B_1000.plasmid__,k121_244431,40,56106,57425,1,D,,,MER0251620,M38,MER0251620 - family M38 non-peptidase homologues (Mesorhizobium opportunistum) [M38.UNW]#M38#{peptidase unit: 18-425}~source YP_004614350~,True,0.863,731.0,1.915e-236,Amidohydrolase family [PF01979.23],,,,,0
63458,littlewolfcreek_2019_sw_WHONDRS-S19S_0078_B_1000.plasmid___k121_244431_41,littlewolfcreek_2019_sw_WHONDRS-S19S_0078_B_1000.plasmid__,k121_244431,41,57422,58447,1,C,K01997,branched-chain amino acid transport system permease protein,,,,,,,,Branched-chain amino acid transport system / permease component [PF02653.19],,,,,0
63459,littlewolfcreek_2019_sw_WHONDRS-S19S_0078_B_1000.plasmid___k121_244431_42,littlewolfcreek_2019_sw_WHONDRS-S19S_0078_B_1000.plasmid__,k121_244431,42,58444,59418,1,D,,,,,,,,,,Branched-chain amino acid transport system / permease component [PF02653.19],,,,,0
63460,littlewolfcreek_2019_sw_WHONDRS-S19S_0078_B_1000.plasmid___k121_244431_43,littlewolfcreek_2019_sw_WHONDRS-S19S_0078_B_1000.plasmid__,k121_244431,43,59462,60709,1,C,K01999,branched-chain amino acid transport system substrate-binding protein,,,,,,,,Periplasmic binding protein [PF13458.9]; Periplasmic binding protein domain [PF13433.9]; Receptor family ligand binding region [PF01094.31],,,,,0
63461,littlewolfcreek_2019_sw_WHONDRS-S19S_0078_B_1000.plasmid___k121_244431_44,littlewolfcreek_2019_sw_WHONDRS-S19S_0078_B_1000.plasmid__,k121_244431,44,60785,61519,1,D,,,,,,,,,,ABC transporter [PF00005.30]; Branched-chain amino acid ATP-binding cassette transporter [PF12399.11],,,,,0
63462,littlewolfcreek_2019_sw_WHONDRS-S19S_0078_B_1000.plasmid___k121_244431_45,littlewolfcreek_2019_sw_WHONDRS-S19S_0078_B_1000.plasmid__,k121_244431,45,61500,63680,1,D,,,,,,,,,,Uncharacterised protein family (UPF0261) [PF06792.14]; ABC transporter [PF00005.30],,,,,0
63463,littlewolfcreek_2019_sw_WHONDRS-S19S_0078_B_1000.plasmid___k121_244431_46,littlewolfcreek_2019_sw_WHONDRS-S19S_0078_B_1000.plasmid__,k121_244431,46,63682,64515,1,D,,,,,,,,,,Phosphoenolpyruvate hydrolase-like [PF09370.13],,,,,0
63464,littlewolfcreek_2019_sw_WHONDRS-S19S_0078_B_1000.plasmid___k121_244431_47,littlewolfcreek_2019_sw_WHONDRS-S19S_0078_B_1000.plasmid__,k121_244431,47,64526,66625,1,C,K07192,flotillin,,,,,,,,Flotillin [PF15975.8]; SPFH domain / Band 7 family [PF01145.28],,,,,0
63465,littlewolfcreek_2019_sw_WHONDRS-S19S_0078_B_1000.plasmid___k121_244431_48,littlewolfcreek_2019_sw_WHONDRS-S19S_0078_B_1000.plasmid__,k121_244431,48,66627,67061,1,D,,,,,,,,,,Polyketide cyclase / dehydrase and lipid transport [PF10604.12]; Polyketide cyclase / dehydrase and lipid transport [PF03364.23],,,,,0
63466,littlewolfcreek_2019_sw_WHONDRS-S19S_0078_B_1000.plasmid___k121_244431_49,littlewolfcreek_2019_sw_WHONDRS-S19S_0078_B_1000.plasmid__,k121_244431,49,67058,68518,1,C,K00344,NADPH:quinone reductase [EC:1.6.5.5],,,,,,,,Zinc-binding dehydrogenase [PF00107.29]; Zinc-binding dehydrogenase [PF13602.9]; Polyketide cyclase / dehydrase and lipid transport [PF10604.12]; Alcohol dehydrogenase GroES-like domain [PF08240.15],,,,,0
63467,littlewolfcreek_2019_sw_WHONDRS-S19S_0078_B_1000.plasmid___k121_244431_50,littlewolfcreek_2019_sw_WHONDRS-S19S_0078_B_1000.plasmid__,k121_244431,50,68978,69964,-1,C,K03196,type IV secretion system protein VirB11 [EC:7.4.2.8],,,,,,,,Type II/IV secretion system protein [PF00437.23],,,,,0
63468,littlewolfcreek_2019_sw_WHONDRS-S19S_0078_B_1000.plasmid___k121_244431_51,littlewolfcreek_2019_sw_WHONDRS-S19S_0078_B_1000.plasmid__,k121_244431,51,69975,71297,-1,C,K03195,type IV secretion system protein VirB10,,,,,,,,Bacterial conjugation TrbI-like protein [PF03743.17],,,,,0
63469,littlewolfcreek_2019_sw_WHONDRS-S19S_0078_B_1000.plasmid___k121_244431_52,littlewolfcreek_2019_sw_WHONDRS-S19S_0078_B_1000.plasmid__,k121_244431,52,71299,72048,-1,C,K03204,type IV secretion system protein VirB9,,,,,,,,Conjugal transfer protein [PF03524.18],,,,,0
63470,littlewolfcreek_2019_sw_WHONDRS-S19S_0078_B_1000.plasmid___k121_244431_53,littlewolfcreek_2019_sw_WHONDRS-S19S_0078_B_1000.plasmid__,k121_244431,53,72045,72704,-1,C,K03203,type IV secretion system protein VirB8,,,,,,,,VirB8 protein [PF04335.16],,,,,0
63471,littlewolfcreek_2019_sw_WHONDRS-S19S_0078_B_1000.plasmid___k121_244431_54,littlewolfcreek_2019_sw_WHONDRS-S19S_0078_B_1000.plasmid__,k121_244431,54,72738,73757,-1,C,K03201,type IV secretion system protein VirB6,,,,,,,,TrbL/VirB6 plasmid conjugal transfer protein [PF04610.17],,,,,0
63472,littlewolfcreek_2019_sw_WHONDRS-S19S_0078_B_1000.plasmid___k121_244431_55,littlewolfcreek_2019_sw_WHONDRS-S19S_0078_B_1000.plasmid__,k121_244431,55,73761,74264,-1,E,,,,,,,,,,,,,,,0
63473,littlewolfcreek_2019_sw_WHONDRS-S19S_0078_B_1000.plasmid___k121_244431_56,littlewolfcreek_2019_sw_WHONDRS-S19S_0078_B_1000.plasmid__,k121_244431,56,74264,75061,-1,C,K03200,type IV secretion system protein VirB5,,,,,,,,Type IV secretion system proteins [PF07996.14],,,,,0
